document,line,token,value,status,source,rel_dev,context
problem1.md,22,0.5,0.5,ALLOW,题面: 半径网格 / 通用,0.0,"$0, 0.5, 1, 1.5, 2 \mathrm{cm}$ 处的结果（表 1、表 2），以及 1800 s 内"
problem1.md,22,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,"$0, 0.5, 1, 1.5, 2 \mathrm{cm}$ 处的结果（表 1、表 2），以及 1800 s 内"
problem1.md,22,1.5,1.5,ALLOW,题面: 半径网格,0.0,"$0, 0.5, 1, 1.5, 2 \mathrm{cm}$ 处的结果（表 1、表 2），以及 1800 s 内"
problem1.md,22,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"$0, 0.5, 1, 1.5, 2 \mathrm{cm}$ 处的结果（表 1、表 2），以及 1800 s 内"
problem1.md,22,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,"$0, 0.5, 1, 1.5, 2 \mathrm{cm}$ 处的结果（表 1、表 2），以及 1800 s 内"
problem1.md,22,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"$0, 0.5, 1, 1.5, 2 \mathrm{cm}$ 处的结果（表 1、表 2），以及 1800 s 内"
problem1.md,22,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,"$0, 0.5, 1, 1.5, 2 \mathrm{cm}$ 处的结果（表 1、表 2），以及 1800 s 内"
problem1.md,23,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,每隔 1 s、径向每隔 0.1 cm 的完整结果（`result1.xlsx`）。
problem1.md,23,0.1,0.1,ALLOW,题面: result1 半径步长 0.1 cm,0.0,每隔 1 s、径向每隔 0.1 cm 的完整结果（`result1.xlsx`）。
problem1.md,23,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,每隔 1 s、径向每隔 0.1 cm 的完整结果（`result1.xlsx`）。
problem1.md,25,0,0.0,ALLOW,零,0.0,"**待求解的未知场**：$T(r,t)$、$C(r,t)$，$r\in[0,R]$，$t\in[0,1800 \mathrm{s}]$。"
problem1.md,25,0,0.0,ALLOW,零,0.0,"**待求解的未知场**：$T(r,t)$、$C(r,t)$，$r\in[0,R]$，$t\in[0,1800 \mathrm{s}]$。"
problem1.md,25,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,"**待求解的未知场**：$T(r,t)$、$C(r,t)$，$r\in[0,R]$，$t\in[0,1800 \mathrm{s}]$。"
problem1.md,33,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,"| **A1** | 药材为均质、各向同性的连续介质，形状为正圆柱 | 题面给定""形状大致呈圆柱形"" |"
problem1.md,34,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| **A2** | 只考虑径向一维传递，忽略轴向与周向 | 周向由轴对称性严格成立；轴向见 §2.1 |
problem1.md,35,3,3.0,ALLOW,3 小时,0.0,| **A3** | 药材内部满足局部热平衡（LTE），固相与液相温度相同 | 含湿多孔介质尺度远小于试样尺度，$R=2 \mathrm{cm}$ 下成立 |
problem1.md,35,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| **A3** | 药材内部满足局部热平衡（LTE），固相与液相温度相同 | 含湿多孔介质尺度远小于试样尺度，$R=2 \mathrm{cm}$ 下成立 |
problem1.md,36,4,4.0,ALLOW,结构/常数,0.0,"| **A4** | 预热平衡阶段物性为常数（$\rho,c_p,k$ 取自附录 2） | 附录 2 对问题 1 只给常数；问题 2 起才给随 $C$ 变化的经验式 |"
problem1.md,36,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"| **A4** | 预热平衡阶段物性为常数（$\rho,c_p,k$ 取自附录 2） | 附录 2 对问题 1 只给常数；问题 2 起才给随 $C$ 变化的经验式 |"
problem1.md,36,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"| **A4** | 预热平衡阶段物性为常数（$\rho,c_p,k$ 取自附录 2） | 附录 2 对问题 1 只给常数；问题 2 起才给随 $C$ 变化的经验式 |"
problem1.md,36,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,"| **A4** | 预热平衡阶段物性为常数（$\rho,c_p,k$ 取自附录 2） | 附录 2 对问题 1 只给常数；问题 2 起才给随 $C$ 变化的经验式 |"
problem1.md,36,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"| **A4** | 预热平衡阶段物性为常数（$\rho,c_p,k$ 取自附录 2） | 附录 2 对问题 1 只给常数；问题 2 起才给随 $C$ 变化的经验式 |"
problem1.md,37,5,5.0,ALLOW,结构/常数,0.0,| **A5** | 水分迁移由 Fick 扩散描述，扩散系数 $D=D(C)$ 由附录 2 给定 | 题面明确要求；忽略毛细压力驱动、重力与对流项 |
problem1.md,37,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| **A5** | 水分迁移由 Fick 扩散描述，扩散系数 $D=D(C)$ 由附录 2 给定 | 题面明确要求；忽略毛细压力驱动、重力与对流项 |
problem1.md,38,6,6.0,ALLOW,结构,0.0,| **A6** | 表面水分浓度对应的平衡值为热风水分浓度 $C_\infty(t)$（第三类边界） | 与附录 2 给出的对流传质系数 $h_m$ 配套，见 §7.2 的适用性
problem1.md,38,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| **A6** | 表面水分浓度对应的平衡值为热风水分浓度 $C_\infty(t)$（第三类边界） | 与附录 2 给出的对流传质系数 $h_m$ 配套，见 §7.2 的适用性
problem1.md,39,7,7.0,ALLOW,结构,0.0,| **A7** | 预热平衡阶段（1800 s）体积不收缩，$R$ 视为常数 | 附件 2 显示 $t=1800 \mathrm{s}$ 时 $R$ 降至 1.873 cm（相对
problem1.md,39,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,| **A7** | 预热平衡阶段（1800 s）体积不收缩，$R$ 视为常数 | 附件 2 显示 $t=1800 \mathrm{s}$ 时 $R$ 降至 1.873 cm（相对
problem1.md,39,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| **A7** | 预热平衡阶段（1800 s）体积不收缩，$R$ 视为常数 | 附件 2 显示 $t=1800 \mathrm{s}$ 时 $R$ 降至 1.873 cm（相对
problem1.md,39,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,| **A7** | 预热平衡阶段（1800 s）体积不收缩，$R$ 视为常数 | 附件 2 显示 $t=1800 \mathrm{s}$ 时 $R$ 降至 1.873 cm（相对
problem1.md,39,1.873,1.873,REGISTRY,P21,0.000e+00,| **A7** | 预热平衡阶段（1800 s）体积不收缩，$R$ 视为常数 | 附件 2 显示 $t=1800 \mathrm{s}$ 时 $R$ 降至 1.873 cm（相对
problem1.md,39,4,4.0,ALLOW,结构/常数,0.0,| **A7** | 预热平衡阶段（1800 s）体积不收缩，$R$ 视为常数 | 附件 2 显示 $t=1800 \mathrm{s}$ 时 $R$ 降至 1.873 cm（相对
problem1.md,41,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,### 2.1 轴向维度的处理（对假设 A2 的严格论证）
problem1.md,43,12.5,12.5,REGISTRY,P11,0.000e+00,"常见的一维化理由是""长径比 $L/R=12.5$ 足够大""（题面参数给出 $L/R=12.5$）。"
problem1.md,43,12.5,12.5,REGISTRY,P11,0.000e+00,"常见的一维化理由是""长径比 $L/R=12.5$ 足够大""（题面参数给出 $L/R=12.5$）。"
problem1.md,44,0,0.0,ALLOW,零,0.0,但更严格的论证来自对称性：**在圆柱的中截面 $z=0$ 上，$\partial T/\partial z=0$、
problem1.md,44,0,0.0,ALLOW,零,0.0,但更严格的论证来自对称性：**在圆柱的中截面 $z=0$ 上，$\partial T/\partial z=0$、
problem1.md,45,0,0.0,ALLOW,零,0.0,$\partial C/\partial z=0$ 是上下两半对称性导致的精确条件**，与 $L/R$ 无关。因此对
problem1.md,46,0,0.0,ALLOW,零,0.0,$z=0$ 所在的径线，纯径向导热/扩散方程在该线上**精确成立**，并非近似。
problem1.md,48,12.5,12.5,REGISTRY,P11,0.000e+00,$L/R=12.5$ 真正的作用是论证**远离中截面的截面**受端面影响的深度有限。端面面积与
problem1.md,51,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"$$(\pi R)/(2\pi R L)=(R)/(2L)=(2)/(2x 25)=0.04,$$"
problem1.md,51,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"$$(\pi R)/(2\pi R L)=(R)/(2L)=(2)/(2x 25)=0.04,$$"
problem1.md,51,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"$$(\pi R)/(2\pi R L)=(R)/(2L)=(2)/(2x 25)=0.04,$$"
problem1.md,51,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"$$(\pi R)/(2\pi R L)=(R)/(2L)=(2)/(2x 25)=0.04,$$"
problem1.md,51,25,25.0,ALLOW,题面: 长度 25 cm,0.0,"$$(\pi R)/(2\pi R L)=(R)/(2L)=(2)/(2x 25)=0.04,$$"
problem1.md,51,0.04,0.04,REGISTRY,P12,0.000e+00,"$$(\pi R)/(2\pi R L)=(R)/(2L)=(2)/(2x 25)=0.04,$$"
problem1.md,53,4,4.0,ALLOW,结构/常数,0.0,即端面换热面积仅占侧面的 4 %，同时轴向导热会把端面扰动限制在 $\sim\sqrt{\alpha t}$
problem1.md,54,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,深度内：1800 s 时 $\sqrt{\alpha t}=\sqrt{1.6886e-7x1800}\approx 1.74 \mathrm{cm}$，
problem1.md,54,1.6886e-7,1.6886e-07,REGISTRY,X20,1.689e-10,深度内：1800 s 时 $\sqrt{\alpha t}=\sqrt{1.6886e-7x1800}\approx 1.74 \mathrm{cm}$，
problem1.md,54,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,深度内：1800 s 时 $\sqrt{\alpha t}=\sqrt{1.6886e-7x1800}\approx 1.74 \mathrm{cm}$，
problem1.md,54,1.74,1.74,REGISTRY,X20,1.740e-03,深度内：1800 s 时 $\sqrt{\alpha t}=\sqrt{1.6886e-7x1800}\approx 1.74 \mathrm{cm}$，
problem1.md,55,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,与 $R=2 \mathrm{cm}$ 同量级，说明 30 min 以内轴向影响尚局限于端部附近。题面要求的
problem1.md,55,30,30.0,ALLOW,题面: 30 分钟,0.0,与 $R=2 \mathrm{cm}$ 同量级，说明 30 min 以内轴向影响尚局限于端部附近。题面要求的
problem1.md,56,0,0.0,ALLOW,零,0.0,输出位置（距中心 0 ~ 2 cm）位于中截面径线上，故一维径向导热模型是恰当的。
problem1.md,56,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,输出位置（距中心 0 ~ 2 cm）位于中截面径线上，故一维径向导热模型是恰当的。
problem1.md,58,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,"> 说明：本文未对完整二维轴对称模型作数值对比，因此 A2 的""远端截面""部分属于"
problem1.md,66,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,长度 $1 \mathrm{m}$ 分析。
problem1.md,70,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,- 侧面积（半径 $r$ 的侧面）：$A(r)=2\pi r$
problem1.md,75,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,$$(1)/(r)(\partial)/(\partial r)\left(r(\partial \phi)/(\partial r)\right)
problem1.md,90,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,= (1)/(r)(\partial)/(\partial r)\left(kr(\partial T)/(\partial r)\right)$$
problem1.md,92,4,4.0,ALLOW,结构/常数,0.0,$k$ 为常数（假设 A4），可移至微分号外；两边除以 $\rho c_p$：
problem1.md,100,5,5.0,ALLOW,结构/常数,0.0,对同一薄环作干基水分的质量守恒（忽略对流携带项，假设 A5）：
problem1.md,103,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,=(1)/(r)(\partial)/(\partial r)\left(rD(C)(\partial C)/(\partial r)\right) }$$
problem1.md,105,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,其中（附录 2）
problem1.md,107,7e-9,7e-09,ALLOW,附录2: 扩散系数系数,0.0,$$D(C)=7e-9\exp\!\left(-(0.89)/(C)\right)\quad (\mathrm{m/s}).$$
problem1.md,107,0.89,0.89,ALLOW,附录2: 扩散系数指数常数,0.0,$$D(C)=7e-9\exp\!\left(-(0.89)/(C)\right)\quad (\mathrm{m/s}).$$
problem1.md,109,2.55,2.55,ALLOW,题面: 初始含水率 2.55 kg/kg,0.0,**非线性来源**：$D$ 随 $C$ 呈指数变化。在 $C=2.55$ 处 $D=4.9377e-9 \mathrm{m/s}$；
problem1.md,109,4.9377e-9,4.9377e-09,REGISTRY,X20,4.938e-12,**非线性来源**：$D$ 随 $C$ 呈指数变化。在 $C=2.55$ 处 $D=4.9377e-9 \mathrm{m/s}$；
problem1.md,110,3,3.0,ALLOW,3 小时,0.0,在问题 3 的干燥目标 $C=0.15$ 处 $D=1.8547e-11 \mathrm{m/s}$；
problem1.md,110,0.15,0.15,ALLOW,题面问题3: 含水率目标 0.15 kg/kg,0.0,在问题 3 的干燥目标 $C=0.15$ 处 $D=1.8547e-11 \mathrm{m/s}$；
problem1.md,110,1.8547e-11,1.8547e-11,REGISTRY,X20,1.855e-14,在问题 3 的干燥目标 $C=0.15$ 处 $D=1.8547e-11 \mathrm{m/s}$；
problem1.md,111,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,在 1800 s 时的环境湿度 $C_\infty=0.0331$ 处 $D=1.4713e-20 \mathrm{m/s}$。
problem1.md,111,0.0331,0.0331,REGISTRY,X20,3.310e-05,在 1800 s 时的环境湿度 $C_\infty=0.0331$ 处 $D=1.4713e-20 \mathrm{m/s}$。
problem1.md,111,1.4713e-20,1.4713e-20,REGISTRY,X20,1.471e-23,在 1800 s 时的环境湿度 $C_\infty=0.0331$ 处 $D=1.4713e-20 \mathrm{m/s}$。
problem1.md,112,3.36e11,336000000000.0,REGISTRY,P06,1.180e-03,即在整个可能的浓度范围内 $D$ 跨越 $3.36e11$ 个数量级。后文 §9.6 说明这一
problem1.md,121,820,820.0,ALLOW,附录2: 密度,0.0,| $\rho$ | 药材密度 | $820 \mathrm{kg/m}$ | 附录 2 |
problem1.md,121,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| $\rho$ | 药材密度 | $820 \mathrm{kg/m}$ | 附录 2 |
problem1.md,122,2600,2600.0,ALLOW,附录2: 比热容,0.0,| $c_p$ | 比热容 | $2600 \mathrm{J/(kg\cdot K)}$ | 附录 2 |
problem1.md,122,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| $c_p$ | 比热容 | $2600 \mathrm{J/(kg\cdot K)}$ | 附录 2 |
problem1.md,123,0.36,0.36,ALLOW,附录2: 热传导系数,0.0,| $k$ | 热传导系数 | $0.36 \mathrm{W/(m\cdot K)}$ | 附录 2 |
problem1.md,123,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| $k$ | 热传导系数 | $0.36 \mathrm{W/(m\cdot K)}$ | 附录 2 |
problem1.md,124,25,25.0,ALLOW,题面: 长度 25 cm,0.0,| $h$ | 对流换热系数 | $25 \mathrm{W/(m\cdot K)}$ | 附录 2 |
problem1.md,124,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| $h$ | 对流换热系数 | $25 \mathrm{W/(m\cdot K)}$ | 附录 2 |
problem1.md,125,8e-7,8e-07,ALLOW,附录2: 对流传质系数,0.0,| $h_m$ | 对流传质系数 | $8e-7 \mathrm{m/s}$ | 附录 2 |
problem1.md,125,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| $h_m$ | 对流传质系数 | $8e-7 \mathrm{m/s}$ | 附录 2 |
problem1.md,126,7e-9,7e-09,ALLOW,附录2: 扩散系数系数,0.0,| $D$ | 扩散系数系数 | $7e-9 \mathrm{m/s}$ | 附录 2 |
problem1.md,126,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| $D$ | 扩散系数系数 | $7e-9 \mathrm{m/s}$ | 附录 2 |
problem1.md,127,0.89,0.89,ALLOW,附录2: 扩散系数指数常数,0.0,| $D$ 指数常数 | — | $0.89$ | 附录 2 |
problem1.md,127,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| $D$ 指数常数 | — | $0.89$ | 附录 2 |
problem1.md,128,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,| $R$ | 半径 | $2 \mathrm{cm}=0.02 \mathrm{m}$ | 题面 |
problem1.md,128,0.02,0.02,ALLOW,LTE 判据阈值 / 长度换算,0.0,| $R$ | 半径 | $2 \mathrm{cm}=0.02 \mathrm{m}$ | 题面 |
problem1.md,129,25,25.0,ALLOW,题面: 长度 25 cm,0.0,| $L$ | 长度 | $25 \mathrm{cm}$ | 题面 |
problem1.md,130,28,28.0,ALLOW,题面: 初始温度 28 degC,0.0,| $T$ | 初始温度 | $28 ^\circ\mathrm{C}=301.15 \mathrm{K}$ | 题面 |
problem1.md,130,301.15,301.15,ALLOW,题面: T0 = 28 degC = 301.15 K,0.0,| $T$ | 初始温度 | $28 ^\circ\mathrm{C}=301.15 \mathrm{K}$ | 题面 |
problem1.md,131,2.55,2.55,ALLOW,题面: 初始含水率 2.55 kg/kg,0.0,| $C$ | 初始含水率 | $2.55 \mathrm{kg/kg}$ | 题面 |
problem1.md,135,0.36,0.36,ALLOW,附录2: 热传导系数,0.0,$$\alpha=(k)/(\rho c_p)=(0.36)/(820x2600)=1.6885553e-7 \mathrm{m/s}.$$
problem1.md,135,820,820.0,ALLOW,附录2: 密度,0.0,$$\alpha=(k)/(\rho c_p)=(0.36)/(820x2600)=1.6885553e-7 \mathrm{m/s}.$$
problem1.md,135,2600,2600.0,ALLOW,附录2: 比热容,0.0,$$\alpha=(k)/(\rho c_p)=(0.36)/(820x2600)=1.6885553e-7 \mathrm{m/s}.$$
problem1.md,135,1.6885553e-7,1.6885553e-07,REGISTRY,X20,1.689e-10,$$\alpha=(k)/(\rho c_p)=(0.36)/(820x2600)=1.6885553e-7 \mathrm{m/s}.$$
problem1.md,137,1.679e-7,1.679e-07,REGISTRY,X20,1.679e-10,> **修正说明 ①**：原始建模思路中写作 $\alpha=1.679e-7 \mathrm{m/s}$。
problem1.md,138,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,> 按附录 2 的参数重算应为 $1.6885553e-7 \mathrm{m/s}$，原值偏低
problem1.md,138,1.6885553e-7,1.6885553e-07,REGISTRY,X20,1.689e-10,> 按附录 2 的参数重算应为 $1.6885553e-7 \mathrm{m/s}$，原值偏低
problem1.md,139,0.569,0.569,REGISTRY,P02,1.923e-04,> $0.569 %$。本文采用重算值。
problem1.md,142,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,但为与问题 2 ~ 4（附录 3、4 的 $D$ 含 Arrhenius 温度项）保持一致，本文统一使用
problem1.md,142,4,4.0,ALLOW,结构/常数,0.0,但为与问题 2 ~ 4（附录 3、4 的 $D$ 含 Arrhenius 温度项）保持一致，本文统一使用
problem1.md,142,3,3.0,ALLOW,3 小时,0.0,但为与问题 2 ~ 4（附录 3、4 的 $D$ 含 Arrhenius 温度项）保持一致，本文统一使用
problem1.md,142,4,4.0,ALLOW,结构/常数,0.0,但为与问题 2 ~ 4（附录 3、4 的 $D$ 含 Arrhenius 温度项）保持一致，本文统一使用
problem1.md,149,0,0.0,ALLOW,零,0.0,### 6.1 初始条件（$t=0$，$0\le r\le R$）
problem1.md,149,0,0.0,ALLOW,零,0.0,### 6.1 初始条件（$t=0$，$0\le r\le R$）
problem1.md,151,0,0.0,ALLOW,零,0.0,"$$T(r,0)=T=28 ^\circ\mathrm{C}=301.15 \mathrm{K},\qquad C(r,0)=C=2.55 \mathrm{kg/kg}$$"
problem1.md,151,28,28.0,ALLOW,题面: 初始温度 28 degC,0.0,"$$T(r,0)=T=28 ^\circ\mathrm{C}=301.15 \mathrm{K},\qquad C(r,0)=C=2.55 \mathrm{kg/kg}$$"
problem1.md,151,301.15,301.15,ALLOW,题面: T0 = 28 degC = 301.15 K,0.0,"$$T(r,0)=T=28 ^\circ\mathrm{C}=301.15 \mathrm{K},\qquad C(r,0)=C=2.55 \mathrm{kg/kg}$$"
problem1.md,151,0,0.0,ALLOW,零,0.0,"$$T(r,0)=T=28 ^\circ\mathrm{C}=301.15 \mathrm{K},\qquad C(r,0)=C=2.55 \mathrm{kg/kg}$$"
problem1.md,151,2.55,2.55,ALLOW,题面: 初始含水率 2.55 kg/kg,0.0,"$$T(r,0)=T=28 ^\circ\mathrm{C}=301.15 \mathrm{K},\qquad C(r,0)=C=2.55 \mathrm{kg/kg}$$"
problem1.md,153,0,0.0,ALLOW,零,0.0,### 6.2 中心对称条件（$r=0$）
problem1.md,157,0,0.0,ALLOW,零,0.0,"$$\left.(\partial T)/(\partial r)\right|=0,\qquad"
problem1.md,158,0,0.0,ALLOW,零,0.0,\left.(\partial C)/(\partial r)\right|=0.$$
problem1.md,175,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,附件 1 给出离散值（$\Delta t=60 \mathrm{s}$），需插值为连续函数。本文采用**保形分段三
problem1.md,175,60,60.0,ALLOW,附件1 采样间隔 60 s,0.0,附件 1 给出离散值（$\Delta t=60 \mathrm{s}$），需插值为连续函数。本文采用**保形分段三
problem1.md,176,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,次插值（PCHIP）**，理由：附件 1 的水分浓度序列含明显测量噪声——240 个时间步中有
problem1.md,176,240,240.0,ALLOW,附件1 步数,0.0,次插值（PCHIP）**，理由：附件 1 的水分浓度序列含明显测量噪声——240 个时间步中有
problem1.md,177,80,80.0,REGISTRY,P16,0.000e+00,**80 步出现下降**，单步降幅最大达 $4.4e-4 \mathrm{kg/kg}$，而该序列的
problem1.md,177,4.4e-4,0.00044,REGISTRY,P17,0.000e+00,**80 步出现下降**，单步降幅最大达 $4.4e-4 \mathrm{kg/kg}$，而该序列的
problem1.md,178,1.3e-4,0.00013,REGISTRY,X20,1.300e-07,平均趋势仅约 $1.3e-4 \mathrm{kg/kg}$ 每步，即噪声标准差约为趋势增量的
problem1.md,179,2,2.0,ALLOW,题面: 半径 2 cm / 通用整数,0.0,2 倍。PCHIP 单调分段，不会因过冲产生负浓度或虚假极值；普通三次样条在
problem1.md,180,0,0.0,ALLOW,零,0.0,$0\sim1800 \mathrm{s}$ 区间虽未过冲，但在全区间会产生超出数据范围的外推值。
problem1.md,180,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,$0\sim1800 \mathrm{s}$ 区间虽未过冲，但在全区间会产生超出数据范围的外推值。
problem1.md,182,0,0.0,ALLOW,零,0.0,在问题一实际用到的 $0\sim1800 \mathrm{s}$（附件 1 前 31 个点）内，该序列是单调递增的，
problem1.md,182,1800,1800.0,ALLOW,题面表1/2 时间点 / 阶段时长,0.0,在问题一实际用到的 $0\sim1800 \mathrm{s}$（附件 1 前 31 个点）内，该序列是单调递增的，
problem1.md,182,1,1.0,ALLOW,题面: 半径网格 / 通用,0.0,在问题一实际用到的 $0\sim1800 \mathrm{s}$（附件 1 前 31 个点）内，该序列是单调递增的，
